Comment ID,Search Topic,Video Title,Video ID,Published Date,Comment,Annotator 1 Label,Annotator 2 Label,Final Label
4766,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Civic Sense ಇಲ್ಲದಿರೋ Nonsense ಇವನು,Offensive,Offensive,Offensive
4769,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Justice ಫಾರ್ ಶಕೀಲಾ ಮಸ್ತಾನಿ ಗುರು ಇವನಷ್ಟು ಗಬ್ಬು ಅಲ್ಲ,Hate Speech,Hate Speech,Hate Speech
4770,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,ಇನ್ಸ್ಟಾ ಗ್ರಾಮದಲ್ಲಿ ಈ ತರ ನು ಒಂದು ಪ್ರಾಣಿ ಇದೆ ಅಂತಾ ಇವತ್ತೇ ಗುರು ಗೊತ್ತಾಗಿದ್ದು ಸಧ್ಯ ನನ್ feed ನಲ್ಲಿ ಈ ಹುಚ್ಚು ನಾಯಿಯ ಯಾವ ವಿಡಿಯೋಗಳು ಬರಲಿಲ್ಲ ಅದೇ ಸಂತೋಷ ಹಾಂಗೆ ಇವ್ರನೆಲ್ಲ ಒಂದ್ ಕೋಣೇಲಿ ತುಂಬಿ ಗ್ಯಾಸ್ ಬಿಡಬೇಕು,Hate Speech,Hate Speech,Hate Speech
4771,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,"ಗುರು Mysore mango ರೋಸ್ಟ್ ನೋಡುವಾಗ First Time ಅರ್ಧಕ್ಕೆ Video close ಮಾಡಿದೆ. ಕಾರಣ ರೋಸ್ಟ್ ಬೇಜಾರಾಗಿ ಅಲ್ಲ, ಅವನ ಅವತಾರಗಳ ನೋಡಿ ವಾಕರಿಕೆ ಬಂದ್ಬಿಡ್ತು",Offensive,Offensive,Offensive
4772,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,1 Joint kannada ಚಪ್ಪಲಿ ಹೊಡಿರಿ ಅವನೇ ಇವನ್ನ ಕನ್ನಡ ಯೂಟ್ಯೂಬ್ ಚಾನೆಲ್ ನಲ್ಲಿ ಕರೆಸಿ hype ಮಾಡಿದ್ದು,Offensive,Offensive,Offensive
4775,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Samajad swasthya kaappdoke police' ru mundag beku ..swalp laati ruchi torsi ... public ali hege behave madodan kalili,Hate Speech,Hate Speech,Hate Speech
4777,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,marawadis batte vyapara hagu avrige vyapara madod hege anta chanagi gottu irutte ivn nodi bro olle full. Mental tara idane avno avn vulagrity thu aa naayi paapa guru ondu nayi kacchiro effect ondu drugs effect,Hate Speech,Hate Speech,Hate Speech
4778,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Gaandu nan maga nkn ley .. ಅವ್ನ voice ಕೆಳ್ತಾ ಇದ್ರೆ ತಲೆ ನೋವು ಬರುತ್ತೆ.. promotion ಗೋಸ್ಕರ ಏಲ್ ಬೇಕಾದ್ರೂ ತಿನ್ಬಿಡ್ತಾನೆ,Offensive,Offensive,Offensive
4780,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Sariyag roast madidya bro loper nan maga ishowspeed copy madtoune but speed e parvagilla evaniginta...brother samajadalli enta janranna saryag troll madi...samajadalli mentlugalinda innobba mentlu agodu beda..,Offensive,Offensive,Offensive
4781,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Evanamman ಇವನು ಯಾರೋ ಶಾಟಕ್ಕೆ ಹುಟ್ಟಿದಾನೆ NJN LEY,Hate Speech,Hate Speech,Hate Speech
4782,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Nin video ನೋಡುದ್ರೆ ಯಾವಳು ಮದುವೆ ಆಗಲ್ಲ,Offensive,Offensive,Offensive
4783,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Nanu ivanna unfollow madi thumba Dina aythu,Offensive,Offensive,Offensive
4784,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,Papa a ತಾಯಿ ಎಷ್ಟು ಹಿಂಸೆ ಪಡ್ತಾ idaro ಗೊತ್ತಿಲ್ಲ,Hate Speech,Hate Speech,Hate Speech
4785,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,ಅವ್ನ ಪ್ರೀತಿಸಿದ ಹುಡುಗಿಗೆ ಡಗರ್ ಅಂತಾನೆ. ಅವ್ಳು ಬಿಟ್ಟು ಹೋಗಿ ಒಳ್ಳೆ ಕೆಲ್ಸ ಮಾಡಿದ್ಲು. evnige cheat madiddlu erbeku but prethsid hudgige S$&# baiyyoda ???,Hate Speech,Hate Speech,Hate Speech
4790,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,ಸೈಕೋ ಪಿಶಾಚಿ thara adthane,Hate Speech,Hate Speech,Hate Speech
4793,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,17:21 ಈಗ ಗೊತ್ತಾಯಿತು ಪೊಲೀಸ್ ನವರಿಗೆ ಪಕ್ಕಾ ತಿಕಕ್ಕೆ ಖಾರದ ಪುಡಿ fix..!,Hate Speech,Hate Speech,Hate Speech
4794,Kannada Roast,ಇವನಿಂದ ಯುವ ಜನತೆ ಹಾಳಾಗಲ್ವ.!? NKKAN LEY ROAST | MYSORE MANGO | 2026,FeH7vvrN4HU,2026-03-23T07:50:04Z,E mindri maganda tunni katta madi avan baiyaga idabeka Soole maga ava maga alla iva,Hate Speech,Hate Speech,Hate Speech
4798,Kannada Roast,ಮೆಜೆಸ್ಟಿಕ್ ಚಪ್ರೀSss ROASTED🤣|| ROAST IN KANNADA ||KANNADA INSTA REELS|| KANNADA ROAST ||💥KIRIK GURU💥,hZflNKXYAec,2026-07-11T11:00:07Z,Avuku telugu ali obku edale nam oorali balle hannu antare nim oorali yen antare anta aa hudgi telugu ali first famous agidu avludu nodi ee chaprj ready agide maga,Hate Speech,Hate Speech,Hate Speech
4799,Kannada Roast,ಮೆಜೆಸ್ಟಿಕ್ ಚಪ್ರೀSss ROASTED🤣|| ROAST IN KANNADA ||KANNADA INSTA REELS|| KANNADA ROAST ||💥KIRIK GURU💥,hZflNKXYAec,2026-07-11T11:00:07Z,ರಂಗ alla ಬೋಸುಡಿ ರಂಗ,Hate Speech,Hate Speech,Hate Speech
4800,Kannada Roast,ಮೆಜೆಸ್ಟಿಕ್ ಚಪ್ರೀSss ROASTED🤣|| ROAST IN KANNADA ||KANNADA INSTA REELS|| KANNADA ROAST ||💥KIRIK GURU💥,hZflNKXYAec,2026-07-11T11:00:07Z,ನಮ್ಮೂರಲಿ inthorna dagar anthare,Hate Speech,Hate Speech,Hate Speech
4807,Kannada Roast,Liger Movie ROAST | ಏನ್ ದರಿದ್ರ ಸಿನಿಮಾ ಗುರು | Darshii,RQHawJZnxpU,2026-04-13T14:30:18Z,"8:1,love from TULUNAD (Mangalore) ಮಕ್ಕರ್ ಆಗ್ತಾದೆ ನಿಮ್ಮ ವಿಡಿಯೋ ️",Hate Speech,Hate Speech,Hate Speech
4809,Kannada Roast,Liger Movie ROAST | ಏನ್ ದರಿದ್ರ ಸಿನಿಮಾ ಗುರು | Darshii,RQHawJZnxpU,2026-04-13T14:30:18Z,1day alle visa ತುಂಬಾ ಅಂದ್ರೆ 100 ಮಾಡ್ಯಾರ ಅದನ ಯಾಕ್ ಮಾಡಿಲ್ಲ ಅಂಡ್ ಏನು ತಿಳ್ಕೊಲ್ಲದೆ ಮಾಡಬೇಡ ಬ್ರೋ (ಸಣ್ಣವನ ಓರ್ ದೊಡ್ಡವನ ಗೊತ್ತಿಲ್ಲ ),Hate Speech,Hate Speech,Hate Speech
4814,Kannada Roast,Liger Movie ROAST | ಏನ್ ದರಿದ್ರ ಸಿನಿಮಾ ಗುರು | Darshii,RQHawJZnxpU,2026-04-13T14:30:18Z,Abcd ಸುಮ್ ಇರ ಬೋಸಡಿ ಯಾವದು ಅಣ್ಣ ಸಾಂಗು ಇದು,Hate Speech,Hate Speech,Hate Speech
4815,Kannada Roast,Liger Movie ROAST | ಏನ್ ದರಿದ್ರ ಸಿನಿಮಾ ಗುರು | Darshii,RQHawJZnxpU,2026-04-13T14:30:18Z,Liger ಅಲ್ಲ ಇವನೂ ಒಬ್ಬ ದೊಡ್ಡ ಲೋಪರ ಬೋಳಿ ಮಗ,Hate Speech,Hate Speech,Hate Speech
4816,Kannada Roast,Liger Movie ROAST | ಏನ್ ದರಿದ್ರ ಸಿನಿಮಾ ಗುರು | Darshii,RQHawJZnxpU,2026-04-13T14:30:18Z,Lo maga ninu 8×9 room Alli kuthu roast madatidiya kelavondu movie na Roast madoke hogbeda amele nin Toast agodu pakka,Offensive,Offensive,Offensive
4817,Kannada Roast,Liger Movie ROAST | ಏನ್ ದರಿದ್ರ ಸಿನಿಮಾ ಗುರು | Darshii,RQHawJZnxpU,2026-04-13T14:30:18Z,"6×10 ರೂಮಿನಲ್ಲಿ ಕೂತು, ಒಂದು ಸ್ಮಾರ್ಟ್‌ಫೋನ್ ಹಿಡಿದು, basic editing skills ಬಳಸಿಕೊಂಡು ಕೋಟಿ ಕೋಟಿ ಖರ್ಚು ಮಾಡಿ ಮಾಡಿದ ಸಿನಿಮಾಗಳನ್ನು roast ಮಾಡೋದು ಏನ್ರಿ talent nimdu ಮಗಾ? ನಿನ್ನನ್ನೇ roast ಮಾಡೋಕೆ ಒಂದು basic mobile phone ಸಾಕು ಅನಿಸುತ್ತೆ… ಹಹಾ ”",Offensive,Offensive,Offensive
4819,Kannada Roast,Liger Movie ROAST | ಏನ್ ದರಿದ್ರ ಸಿನಿಮಾ ಗುರು | Darshii,RQHawJZnxpU,2026-04-13T14:30:18Z,ಅಣ್ಣ ನಿಖಿಲ್ ಕುಮಾರಸ್ವಾಮಿ ಜಾಗ್ವಾರ್ movie roast madi,Hate Speech,Hate Speech,Hate Speech
4822,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,ಹಯಗ್ರೀವ ಮೂವಿ ರೋಸ್ಟ್ ಮಾಡಿ bro please,Hate Speech,Hate Speech,Hate Speech
4823,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,Movie super Neenu ರೋಸ್ಟ್ ಮಾಡಿಕೊಂಡೆ ಬದುಕಿಬಿಡು ನಿನ್ನ ಜೀವನ ಬೇರೆ ಏನಾರ ಮಾಡಲೇ,Offensive,Offensive,Offensive
4824,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,"62 year's ಶಿವಣ್ಣ 30 ವರ್ಷದ ರುಕ್ಮಿಣಿ, ಪ್ರಿಯ ಆನಂದ್ ನಾ romamce ಮಾಡಬಹುದು.",Offensive,Offensive,Offensive
4828,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,ತಾಕತ್ತು ಇದ್ರೆ animal roast ಮಾಡಿ,Hate Speech,Hate Speech,Hate Speech
4832,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,Bro adu 639 alla 306 antha irodu nodu swlpa sariyagi,Hate Speech,Hate Speech,Hate Speech
4833,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,Missing ಹಿಡಿತಾನೋ ಇವ ಹಂದಿ song...,Hate Speech,Hate Speech,Hate Speech
4834,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,Tikkadali ninge dum edre kannada top industry actors madu nodana.. ninu shade maga antha gotaguthe,Hate Speech,Hate Speech,Hate Speech
4835,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,KD roast ಮಾಡು ಗುರು,Offensive,Offensive,Offensive
4838,Kannada Roast,Daaku Maharaaj Movie ROAST : ಬಾಲಯ್ಯನ ದಬಿಡಿ ದಿಬಿಡಿ,UPvJdTa_Ahk,2026-07-13T14:30:18Z,Next video aa sule maga amku dumku na roast maadu guru. Thumba irritating agtide. Daily ond ond madtane bolimaga,Offensive,Offensive,Offensive
4839,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,ಒಟ್ನಲ್ಲಿ ಸುಮ್ನೆ ಒಬ್ಬ kantri ನಾಯಿಗಳನ್ನ ಮೇಲೆ ಎತ್ತಿತಿರ...ಆಮೇಲೆ roast ..videos ಅನ್ಕೊಂಡು innu famous ಮಾಡ್ತೀರ..ರಾಜ್ಯದಲ್ಲಿ ಇಂಥ 5% irorvrna..ಇನ್ನೂ 50% ಮಾಡೋಕೆ hortidhira...ಸತ್ಯ ಯುಗ ಬೇಗ ಬರಲಿ...ನಿಮ್ಮ ಸಹಾಯ ದಿಂದ,Hate Speech,Hate Speech,Hate Speech
4842,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,ಹಿಂತ ಕಿತ್ತೋದ ನನ್ನ ಮಕ್ಳಿಗೆ ನಿಮ್ಮ ತರ Trollers ge best ...heavy troll video bro ಸಕತ್ತಾಗಿ ರುಬ್ಬಿdiya..,Hate Speech,Hate Speech,Hate Speech
4846,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,Papa ಬಿಬಿಎಂಪಿ ಕಾರ್ಮಿಕರು ಎಷ್ಟ್ ಕಷ್ಟ ಪಡ್ತಾರೆ. ಔರೆಲ್ಲು e ತರ ಶೋಕಿ ಮಾಡಲ್ಲ. ಇ amuku dumuku ಮಾತ್ರ ಎಲ್ಲ ಕಡೆ ಫೇಮಸ್ ಆಗೋಕೆ ನೋಡ್ತಾನೆ.bitti ಶೋಕಿ ಅವಂದು.ಆದ್ರೂ ರೋಸ್ಟ್ ಮಾತ್ರ ಸೂಪರ್,Offensive,Offensive,Offensive
4848,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,ಇನ್ನು ಬೇಕು bro ಸಾಕಾಗಿಲ್ಲ but ರೋಸ್ಟಿಂಗ್ ಮಾತ್ರ,Hate Speech,Hate Speech,Hate Speech
4849,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,Neenu Darbesi...Avnu Darbesi.. nimgulige bere kelsa ella.,Hate Speech,Hate Speech,Hate Speech
4850,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,Nav lik ಕೊಡೋಕೆ miss ಮಾಡಲ್ಲ bro,Offensive,Offensive,Offensive
4851,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,Bro... Pls don't compare this ಹಿಡಿಂಬಿ to ಗೋಡಂಬಿ. ಗೋಡಂಬಿ is way more delicious & healthy snack. 0:48,Offensive,Offensive,Offensive
4852,Kannada Roast,Amuku Dumuku Manja Roast | Pub ಅಲ್ಲಿ ಪೋಲಿ ಕೆಲಸ ಮಾಡಿ ತಗಲಾಕೊಂಡ ಮಂಜ | Creative Kannadiga 2026,Kk5bSbl4wIg,2026-07-16T06:15:06Z,Anna innu yeno beku saakagilla.. Nim old video nodi message akidini.. Innu beku saakagilla..,Hate Speech,Hate Speech,Hate Speech
4854,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,Dongi andh bukth ದೇವರ ಹೆಸರಲ್ಲಿ dande,Hate Speech,Hate Speech,Hate Speech
4855,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,Gulba ಜಾಮೂನ್ ಗಲ್ಲ ಗಲ್ಲ ಅಂಥವೆ,Hate Speech,Hate Speech,Hate Speech
4856,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,ಜಗತ್ತು AI Robo ಅಂತಿದ್ರು ನಮ್ಮ ಜನ ಮುತ್ಯ ಚುತ್ಯ ಅಂತಿದಿರಲೊ....,Hate Speech,Hate Speech,Hate Speech
4857,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,ಕಾನೂನು ಪ್ರಕಾರ್ ಏನ್ ಆಗ್ಬೇಕು ಆದ್ರೆ ಮೊದಲು ಜನರೇ ಇವ್ನ್ ಚರ್ಮ sulibeku,Hate Speech,Hate Speech,Hate Speech
4858,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,ಯಾವ angal ನಲ್ಲಿ ಇವನನ್ನ ಅಪ್ಪಾಜಿ ಅಂತ ಕರೀತಾರೂ,Hate Speech,Hate Speech,Hate Speech
4860,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,Sprrr bro ️..much love from manglore ️.....iduna nanu expect madidhe ..Yake nivu mathadalla antha.illa avana bagge antha....tq u,Offensive,Offensive,Offensive
4861,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,ಯಪ್ಪಾ ಉತ್ತರ ಕರ್ನಾಟಕ ಜನ ಯಾವಾಗ update ಆಗ್ತಾರೋ ಉತ್ತರ ಕರ್ನಾಟಕದ ಈ ನಡೆ ನೋಡಿದ್ರೆ ಅವ್ರನ್ನ ಮುಗ್ದರು ಅನ್ಬೇಕ ಇಲ್ಲ ಮೂಢರು ಅನ್ಬೇಕ...???,Hate Speech,Hate Speech,Hate Speech
4862,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,Avnu chutya bro.. Janakke buddi illa..,Offensive,Offensive,Offensive
4863,Kannada Roast,Mallikarjun Muthya ROAST,C2deg9q_gzg,2026-02-27T14:15:42Z,It's very shameful to say this Mallikarjun mutya belongs to ನಮ್ಮ ಜಿಲ್ಲೆ ಯಾದಗಿರಿ ‍️‍️,Hate Speech,Hate Speech,Hate Speech
4865,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,Ai video aadru use madi bro,Offensive,Offensive,Offensive
4866,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,Namma janagalige buddi illa release adaga super hit block buster anta buildup kodtidru,Offensive,Offensive,Offensive
4867,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,KD ಅಲ್ಲ PED- Prems Eva Dopu,Hate Speech,Hate Speech,Hate Speech
4869,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,ನೀವು ಹೆಂಗೆ review ಮಾಡಿ prems ಯಾವತ್ತೂ ಬದಲಾಗಲ್ಲ prems ಅವ್ರ ಸಿಗ್ನೇಚರ್ ಹಾಗೆ ಊಳಿಸಿಕೊಂಡು ಹೋಗುತ್ತಿದ್ದಾರೆ,Hate Speech,Hate Speech,Hate Speech
4871,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,Video torsu le ಸ್ n avvan madala,Offensive,Offensive,Offensive
4872,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,Anna e video dalli ninu swalpa nidana mathadbekitthu a jatre movie nu hange ide yeradu voice keli tale kettoythu,Offensive,Offensive,Offensive
4876,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,Sir ondh cinema madbekadre yest kasta padtare...hege irlee sir namma kannada sir..namma kannada movie...please...swalpa maryade irlee sir kannada movie kannada bagge....please sir....,Offensive,Offensive,Offensive
4877,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,ಓವರ್ ಆಕ್ಟಿಂಗ್ ಮಾಡೋದ್ರಲ್ಲಿ ಒಬ್ರಿಗಿಂತ obbaru,Hate Speech,Hate Speech,Hate Speech
4880,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,1:22 1970 story ಅಂದ್ರೇನೆ ಮಚ್ಚು ಲಾಂಗು ಬ್ರೋ ಅದು ಬಿಟ್ಟು ಮಷೀನ್ gun avengers ಫೈಟ್ ತೋರಿಸ್ಬೇಕಿತ್ತಾ..,Offensive,Offensive,Offensive
4883,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,ಇದು ಕಿಡಾ ಮೂವಿ wig looks too fake on actors this hero is taking 3 years for movies . and giving worst pathetic movie's. Zero acting. From all. Heroin too overacting,Offensive,Offensive,Offensive
4885,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,"AD ,BD,CD,DD,ED,FD,GD,HD,ID,JD,KD,LD,MD,ND,OD,PD,QD,RD,SD,TD,UD,VD,WD,XD,YD,ZD DIRECTOR BE LIKE:ಮುಚ್ಕೊಂಡು ನೋಡಿ.",Hate Speech,Hate Speech,Hate Speech
4887,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,"ಸಿಕ್ಕಾಪಟ್ಟೆ ಬೇಜಾರು ಆಗುತ್ತೆ, ಒಬ್ಬ ಕಾಮನ್ ಮ್ಯಾನ್ ಅರ್ಥ ಆಗೋ ವಿಷಯ ಡೈರೆಕ್ಟರ್, ಹೀರೋ ಯಾಕೆ ಅರ್ಥ ಆಗ್ತಿಲ್ಲ ಅಂತಾ, ನಮ್ಮ ಹೀರೋ ಗಳು ಇಂಥ ಕಥೆ ಯಾಕೆ ಒಪ್ಪಿಕೊಳ್ತಾರೆ ಗೊತ್ತಿಲ್ಲ mostly ಅವರಿಗೆ ಬೇರೆ ಚಾನ್ಸ್ ಇಲ್ಲ ಅನುಸತೆ",Hate Speech,Hate Speech,Hate Speech
4888,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,"ಗುರು ಇಷ್ಟು ಲೇಟ್ aagi ರೋಸ್ಟ್ ಮಾಡ್ತಿದ್ಯ... ಮಾನ ಮರ್ಯಾದೆ aytha ನಿಂಕಾ... ಫಸ್ಟ್ ಡೇ ಫಸ್ಟ್ ಶೋ ರೋಸ್ಟ್ ಮೂವಿ idhu,.",Offensive,Offensive,Offensive
4892,Kannada Roast,BD Movie ROAST : ವಿಚಿತ್ರ ಸಿನಿಮಾ ಇದು,wK207KX7MNE,2026-07-04T08:30:21Z,"Annavru, Vishnu Sir tara yaru illa bidi nam Industry li",Offensive,Offensive,Offensive
